NME_CONVOCATORIA,ANO_CONVO,COD_DANE_REGION_OFERTA,DEPARTAMENTO_OFERTA,ID_MODALIDAD,MODALIDAD,FECHA_NAC_ASPIRANTE,GENERO_ASPIRANTE,COD_MUNICIPIO_NACIMIENTO_ASPIRANTE,MUNICIPIO_NAC_ASPIRANTE,COD_DPTO_NACIMIENTO_ASPIRANTE,DEP_NAC_ASP
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,23/09/1977,Femenino,11001,BOGOTA D.C.,11,BOGOTA D. C.
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,22/09/1980,Masculino,54001,CUCUTA,54,NORTE DE SANTANDER
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,17/02/1979,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,02/10/1978 12:00:00 AM,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,29/05/1977,Masculino,08001,BARRANQUILLA,8,ATLANTICO
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,27/06/1977,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,23/02/1975,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,26/03/1986,Masculino,20238,EL COPEY,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,01/07/1983 12:00:00 AM,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,05/01/1981 12:00:00 AM,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,05/10/1984 12:00:00 AM,Masculino,11001,BOGOTA D.C.,11,BOGOTA D. C.
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,15/06/1983,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,26/07/1981,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,30/11/1984,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,10/11/1983 12:00:00 AM,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,03/11/1978 12:00:00 AM,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,14/06/1976,Masculino,76001,CALI,76,VALLE DEL CAUCA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,20/08/1984,Femenino,44430,MAICAO,44,LA GUAJIRA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,17/04/1978,Masculino,20238,EL COPEY,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,31/07/1984,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,06/06/1985 12:00:00 AM,Femenino,76001,CALI,76,VALLE DEL CAUCA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,10/10/1978 12:00:00 AM,Masculino,11001,BOGOTA D.C.,11,BOGOTA D. C.
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,01/03/1992 12:00:00 AM,Masculino,20570,PUEBLO BELLO,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,12/06/1988 12:00:00 AM,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,15/01/1988,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,29/04/1988,Femenino,20032,ASTREA,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,12/06/1980 12:00:00 AM,Masculino,11001,BOGOTA D.C.,11,BOGOTA D. C.
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,27/08/1971,Femenino,05001,MEDELLIN,5,ANTIOQUIA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,19/11/1986,Femenino,68001,BUCARAMANGA,68,SANTANDER
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,24/02/1994,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,27/05/1976,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,20/06/1992,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,12/04/1970 12:00:00 AM,Femenino,08001,BARRANQUILLA,8,ATLANTICO
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,01/01/1987 12:00:00 AM,Masculino,15759,SOGAMOSO,15,BOYACA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,28/10/1989,Femenino,25758,SOPO,25,CUNDINAMARCA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,05/04/1989 12:00:00 AM,Masculino,20621,LA PAZ,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,16/04/1992,Masculino,08001,BARRANQUILLA,8,ATLANTICO
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,18/08/1990,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,16/03/1980,Masculino,13001,CARTAGENA DE INDIAS,13,BOLIVAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,29/04/1986,Masculino,11001,BOGOTA D.C.,11,BOGOTA D. C.
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,07/10/1983 12:00:00 AM,Masculino,11001,BOGOTA D.C.,11,BOGOTA D. C.
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,18/07/1985,Masculino,25290,FUSAGASUGA,25,CUNDINAMARCA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,04/06/1983 12:00:00 AM,Masculino,20013,AGUSTIN CODAZZI,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,29/01/1981,Masculino,47798,TENERIFE,47,MAGDALENA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,11/05/1971 12:00:00 AM,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,16/04/1990,Femenino,70215,COROZAL,70,SUCRE
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,01/01/1982 12:00:00 AM,Masculino,47245,EL BANCO,47,MAGDALENA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,25/07/1979,Femenino,47001,SANTA MARTA,47,MAGDALENA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,16/11/1983,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,12/01/1994 12:00:00 AM,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,11/02/1976 12:00:00 AM,Masculino,20750,SAN DIEGO,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,27/09/1978,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,03/10/1991 12:00:00 AM,Femenino,41001,NEIVA,41,HUILA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,22/07/1987,Femenino,20614,RIO DE ORO,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,27/02/1991,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,09/07/1977 12:00:00 AM,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,26/07/1976,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,29/12/1982,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,24/07/1991,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,1,Doctorados Nacionales,29/12/1980,Femenino,44430,MAICAO,44,LA GUAJIRA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,07/06/1986 12:00:00 AM,Masculino,15001,TUNJA,15,BOYACA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,27/01/1986,Femenino,11001,BOGOTA D.C.,11,BOGOTA D. C.
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,22/07/1955,Masculino,27361,ISTMINA,27,CHOCO
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,03/01/1968 12:00:00 AM,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,17/10/1976,Masculino,11001,BOGOTA D.C.,11,BOGOTA D. C.
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,19/06/1972,Masculino,76001,CALI,76,VALLE DEL CAUCA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,07/06/1986 12:00:00 AM,Masculino,20013,AGUSTIN CODAZZI,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,18/11/1984,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,13/06/1977,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,06/06/1987 12:00:00 AM,Masculino,44001,RIOHACHA,44,LA GUAJIRA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,20/08/1986,Masculino,20621,LA PAZ,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,12/04/1984 12:00:00 AM,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,24/01/1989,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,26/03/1987,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,17/11/1988,Masculino,44874,VILLANUEVA,44,LA GUAJIRA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,27/11/1978,Masculino,20013,AGUSTIN CODAZZI,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,24/12/1980,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,13/03/1986,Masculino,13001,CARTAGENA DE INDIAS,13,BOLIVAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,29/11/1978,Femenino,11001,BOGOTA D.C.,11,BOGOTA D. C.
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,29/04/1981,Masculino,47001,SANTA MARTA,47,MAGDALENA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,03/06/1987 12:00:00 AM,Femenino,68001,BUCARAMANGA,68,SANTANDER
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,28/10/1989,Femenino,20175,CHIMICHAGUA,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,13/11/1985,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,22/03/1988,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,06/03/1991 12:00:00 AM,Masculino,20443,MANAURE BALCON DEL CESAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,22/09/1985,Masculino,50001,VILLAVICENCIO,50,META
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,14/09/1991,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,23/06/1992,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,15/04/1991,Femenino,20013,AGUSTIN CODAZZI,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,04/03/1991 12:00:00 AM,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,11/02/1991 12:00:00 AM,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,13/12/1991,Femenino,20178,CHIRIGUANA,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,28/08/1991,Femenino,20614,RIO DE ORO,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,08/02/1992 12:00:00 AM,Femenino,47570,PUEBLOVIEJO,47,MAGDALENA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,11/03/1991 12:00:00 AM,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,25/10/1988,Masculino,20175,CHIMICHAGUA,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,09/09/1981 12:00:00 AM,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,31/03/1974,Femenino,76001,CALI,76,VALLE DEL CAUCA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,31/03/1992,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,28/04/1990,Femenino,20517,PAILITAS,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,01/02/1983 12:00:00 AM,Femenino,68755,SOCORRO,68,SANTANDER
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,24/06/1971,Masculino,11001,BOGOTA D.C.,11,BOGOTA D. C.
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,01/06/1985 12:00:00 AM,Femenino,44430,MAICAO,44,LA GUAJIRA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,17/06/1980,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,14/02/1994,Femenino,76147,CARTAGO,76,VALLE DEL CAUCA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,24/02/1991,Masculino,20250,EL PASO,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,05/10/1990 12:00:00 AM,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,31/05/1991,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,04/12/1988 12:00:00 AM,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,05/04/1991 12:00:00 AM,Masculino,20011,AGUACHICA,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,06/05/1990 12:00:00 AM,Femenino,13001,CARTAGENA DE INDIAS,13,BOLIVAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,19/09/1990,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,17/12/1992,Masculino,20178,CHIRIGUANA,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,01/09/1989 12:00:00 AM,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,30/12/1984,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,21/10/1984,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,31/07/1975,Femenino,20178,CHIRIGUANA,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,19/09/1989,Masculino,20710,SAN ALBERTO,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,10/11/1985 12:00:00 AM,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,29/03/1991,Femenino,20238,EL COPEY,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,26/02/1991,Masculino,20001,Valledupar,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,28/05/1983,Masculino,68755,SOCORRO,68,SANTANDER
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,16/07/1984,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,16/05/1978,Masculino,25175,CHIA,25,CUNDINAMARCA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,01/03/1988 12:00:00 AM,Masculino,73411,LIBANO,73,TOLIMA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,01/11/1984 12:00:00 AM,Femenino,47001,SANTA MARTA,47,MAGDALENA
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,23/04/1989,Masculino,20032,ASTREA,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,07/09/1992 12:00:00 AM,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,29/07/1991,Masculino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,20/01/1970,Masculino,68081,BARRANCABERMEJA,68,SANTANDER
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,07/07/1980 12:00:00 AM,Femenino,20001,VALLEDUPAR,20,CESAR
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,16/05/1985,Femenino,08001,BARRANQUILLA,8,ATLANTICO
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,09/12/1985 12:00:00 AM,Femenino,08001,BARRANQUILLA,8,ATLANTICO
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,23/10/1989,Masculino,08001,BARRANQUILLA,8,ATLANTICO
Convocatoria  Formacion de Capital Humano de Alto Nivel  para el Departamento del Cesar 2014. ,2014,20,CESAR,4,Maestria Nacional,23/01/1992,Femenino,20001,VALLEDUPAR,20,CESAR
